"","logFC","logCPM","PValue","FDR","ID"
"17782",7.47021946979918,0.435989673140148,2.60971424529488e-16,1.07013111978938e-13,"17782"
"1779",7.39517335705587,2.65421394991329,3.70019929388497e-49,3.33804228799598e-45,"1779"
"17634",6.72995155486336,-0.0307333488610866,5.48226081721605e-11,1.06933719777968e-08,"17634"
"30231",6.43049738553334,1.14253065534545,1.39844047029212e-23,1.40174234362476e-20,"30231"
"4779",6.2933146199524,1.14069150231918,5.97577121410514e-22,4.68773270132573e-19,"4779"
"31265",5.97138330398196,3.77007895936428,2.4542163336042e-59,4.42801981990538e-55,"31265"
"3698",5.80585915762539,0.0943651138087657,5.47870092350863e-06,0.000518894810563802,"3698"
"760",5.67165496270064,1.85582959370875,1.80728392635899e-15,6.45701390917465e-13,"760"
"2913",5.46933166493847,-0.718805500029386,3.28780018213985e-05,0.00266607347353969,"2913"
"15060",5.44275524418972,-0.462700462259947,6.03024432698547e-05,0.00456187351235368,"15060"
"8407",5.43689106257429,-0.2422622434886,6.03024432698547e-05,0.00456187351235368,"8407"
"3273",5.27781731552822,-0.793774128371219,0.000111129286007914,0.00781695962104399,"3273"
"4673",5.27781731552822,-0.793774128371219,0.000111129286007914,0.00781695962104399,"4673"
"10622",5.2176841986561,4.41174179905956,1.45185676656166e-59,4.42801981990538e-55,"10622"
"9430",5.13136054877347,3.96344999485417,6.13529869383153e-54,7.37974177889703e-50,"9430"
"15435",5.09214721633684,1.85470060000558,2.43068229628071e-24,2.82939260197708e-21,"15435"
"21098",5.05797118705886,-0.872754087982073,0.00038295124534513,0.0225428967182366,"21098"
"23142",5.05555130836438,0.159795776962307,5.22853974184507e-11,1.02539052491565e-08,"23142"
"7178",4.93450342924288,-0.873436390641112,0.000716200599523131,0.0389805409257801,"7178"
"25017",4.74231546391822,3.33491828652025,6.64199827334973e-25,8.55987527477946e-22,"25017"
"27976",4.73856551981595,1.79183395692116,4.17675184823609e-27,7.53590452217997e-24,"27976"
"2499",4.56031410785905,2.88500530004521,5.46643427581937e-36,2.19173645381047e-32,"2499"
"4266",4.29712663751076,0.518247166963122,4.64522464447805e-13,1.1888151155744e-10,"4266"
"11100",4.29490354580528,1.57358020594249,5.16063842888859e-10,8.91012620604999e-08,"11100"
"17234",4.18318815422804,2.60549354861441,6.260931906409e-32,1.61375519887692e-28,"17234"
"3999",4.13946681219947,1.79194163724131,2.097148703418e-23,2.04528678277942e-20,"3999"
