"","logFC","logCPM","PValue","FDR","ID"
"30457",-1.03671523140328,4.15433949979854,7.15731499852181e-05,0.00360211592359358,"30457"
"30485",-1.03628972226424,4.52528205620862,5.56563862553753e-05,0.00295347161474296,"30485"
"24809",-1.02870182226568,6.01594434410224,1.72957404039259e-05,0.00107606343530287,"24809"
"31462",-1.028083209843,5.64473940209631,3.44026129866777e-05,0.00198309630930394,"31462"
"32227",-1.02658681850749,4.68042483646947,4.44716493674535e-05,0.00246506830633573,"32227"
"16689",-1.02555336035277,5.14868352231896,3.56040354679869e-05,0.00204055595627584,"16689"
"4193",-1.02149258265373,6.02905792021687,1.92721341830712e-05,0.00118271252040157,"4193"
"31617",-1.02079218312888,6.7632105536896,1.58778908645214e-05,0.000999919182977759,"31617"
"6535",-1.01830324070015,6.48508116682677,1.68392910918935e-05,0.00105272748517069,"6535"
"11027",-1.01631074651865,4.78756710707288,5.27637927258115e-05,0.00282071327483097,"11027"
"32229",-1.01496208472584,4.20004300670742,9.59609770618285e-05,0.00461700247636811,"32229"
"41218",-0.998187266491784,4.13646763732898,0.000110326575277589,0.00519454737348862,"41218"
"29425",-0.99735144045437,3.95846237411045,0.000313980459789615,0.0120917661595606,"29425"
"32895",-0.99684816048954,2.95148668938075,0.000921839543055279,0.02845558589491,"32895"
"14573",-0.996178996939988,3.58147425878807,0.000342204994383921,0.0129983865498356,"14573"
"17391",-0.991988472117697,6.42207709017644,3.12925037008865e-05,0.00183310064293261,"17391"
"29977",-0.990807383327674,2.80054455525346,0.001424779629156,0.040324057190662,"29977"
"26269",-0.990104184149394,6.01433401796539,3.27498580603987e-05,0.00190609456146692,"26269"
"9444",-0.989628569930414,8.68905287735701,1.89852168362751e-05,0.00116708952220952,"9444"
"19805",-0.989051757021252,9.37725333098135,1.85438390239543e-05,0.00114581238215649,"19805"
"40921",-0.987188593169784,5.13296147521948,6.5587056764871e-05,0.00336658455670039,"40921"
"37897",-0.984218653692174,8.42598335121837,2.1639853467754e-05,0.00131019146373138,"37897"
"10935",-0.977002209116952,5.05444669871183,7.9412749195524e-05,0.00394169058420974,"10935"
"14816",-0.974599061033833,3.65593534006137,0.000355584463724388,0.0133837227712304,"14816"
"11029",-0.973893076262957,4.27368154132906,0.000160212119963873,0.00692365790286988,"11029"
"29428",-0.967189532012714,3.76341084456498,0.000885588021739203,0.0276439824952069,"29428"
"14812",-0.965773360348273,4.71495920366808,0.000124358433853083,0.0057112422480785,"14812"
"40483",-0.962015999525284,7.66116485873739,3.56256132036519e-05,0.00204055595627584,"40483"
"8619",-0.959848422204258,3.72351464459249,0.000462594442651199,0.0164947830662732,"8619"
"23756",-0.95937056000225,3.18700650948998,0.000888267448984053,0.0276797330713208,"23756"
"2810",-0.959021414136899,4.56443188176549,0.000239265301464016,0.00962529364919622,"2810"
"29426",-0.957622872228164,5.34140966156396,0.000100048967905225,0.00478181060511265,"29426"
"33952",-0.952716222245486,4.88818666019483,0.000144732692230508,0.0064081953363655,"33952"
"10235",-0.950664194666496,3.8137594508598,0.00053606453006418,0.0184755382687354,"10235"
"14879",-0.948012548597489,4.45312854561673,0.00024408699558369,0.00978653248404163,"14879"
"18814",-0.947490141364251,3.11730516233063,0.00156345557758733,0.0434647877636663,"18814"
"28417",-0.941184929574882,3.14361106938504,0.00151894750967515,0.0425552957194316,"28417"
"39881",-0.940915702005762,2.92065632474205,0.00179056757550135,0.0478183335485957,"39881"
"10446",-0.93934472282753,3.95755869963582,0.00060256523478621,0.0202454064220301,"10446"
"21592",-0.937339913433625,4.75697984391242,0.000215857215932511,0.00886144213529541,"21592"
"14065",-0.934281064109763,6.14310942448435,8.41311009191571e-05,0.0041473644489997,"14065"
"245",-0.932468508079291,3.54756752094154,0.000965631555413252,0.0296084930112356,"245"
"31885",-0.92916576601106,5.62556836049298,0.00013678817504938,0.00608631479242523,"31885"
"23323",-0.924790304791763,7.05700435852512,8.94985172719907e-05,0.00435837246391334,"23323"
"8876",-0.924744573104393,3.35621711805954,0.00114591533917307,0.03386597462249,"8876"
"14066",-0.924582122235545,4.85461480086667,0.000207570815197177,0.00860941708780475,"14066"
"31190",-0.924566652743172,3.1744353268272,0.0016264571077866,0.0447771375434355,"31190"
"31461",-0.923073035067354,5.83055161483764,0.000192648481953842,0.00814018790550864,"31461"
"23322",-0.919154196116878,7.12921062801306,9.7015732148042e-05,0.00464915364483678,"23322"
"18494",-0.918267937831214,5.88386588704946,0.000133654174846109,0.00598376042099485,"18494"
"24810",-0.918201401773822,6.08938261090383,0.000115450704248194,0.00537553375844655,"24810"
"14571",-0.913978429632894,3.58450211874171,0.00100081007548575,0.0305018847752561,"14571"
"31463",-0.910981594334226,5.19257717332509,0.000343978745973858,0.0130520221329828,"31463"
"4053",-0.910745229330078,4.70457143619508,0.00027665240253715,0.0108158200926902,"4053"
"1568",-0.905605665816587,8.74455013843518,8.98802164203654e-05,0.00437051990577288,"1568"
"30311",-0.904903154329977,3.62232323842898,0.0009937404550335,0.0303120239390396,"30311"
"21595",-0.902040337594392,4.74655041949403,0.000367495978481664,0.0137509659233313,"21595"
"28956",-0.898955234248009,5.39260120907257,0.00024594338335537,0.00981521448505049,"28956"
"1592",-0.898370532221411,4.48150011755984,0.000413295201101148,0.0150188895586454,"1592"
